;X0;X1;X2;ID
0;-0.09048283538420444;0.09477791797332208;-0.8565717107488802;0.0
1;-0.09786888422021253;0.08627180351095444;-0.8680730424874956;0.0
2;-0.0626239509256536;0.07332724916900109;-0.663543617399358;0.0
3;-0.020715131391720425;0.06925062418188022;-0.6077594056375629;0.0
4;-0.04107642423803175;0.06374002408220411;-0.4433310888762933;0.0
5;-0.04162088266988044;0.06941477474464801;-0.3726585084578844;0.0
6;-0.03921332984152878;0.03771937917634158;-0.5145334097469733;0.0
7;-0.03789231311730415;0.03563866191746493;-0.45041627664698064;0.0
8;-0.05867652685417491;0.07336011929721488;-0.6301979140735414;0.0
9;-0.0680647680096598;0.028068554516616245;-0.4363301396393221;0.0
10;-0.03460280742681395;0.01954187602637144;-0.3486512807323095;0.0
11;-0.023720446200939316;0.07419032041025975;-0.6001820252132003;0.0
12;-0.07708913702853123;0.0584654450009955;-0.5936198420578623;0.0
13;-0.0350738172548091;0.04335142149404832;-0.5366578540738692;0.0
14;-0.05147142684705372;0.06137812083511057;-0.4105556848311554;0.0
15;-0.051086273761016474;0.09406083036075384;-0.6222482840115007;0.0
16;-0.051820730357843944;0.06822266382948462;-0.4775226828341792;0.0
17;-0.08452029963283086;0.06757893422183729;-0.7606408993306132;0.0
18;-0.07021603255869541;0.062484513588313334;-0.49149113848000564;0.0
19;-0.03611991059064114;0.040577820932739546;-0.46326423245354564;0.0
20;-0.054120951596936064;0.040012281860293174;-0.3162029928027544;0.0
21;-0.07813517747280917;0.051110783313968906;-0.5398934249948336;0.0
22;-0.06714824005660366;0.05978618018780575;-0.4241325122792828;0.0
23;-0.046263664263031926;0.0029296092425324313;-0.5560583392842492;0.0
24;-0.07689534609163451;0.07559098545270185;-0.7182674384747108;0.0
25;-0.03321556007384312;0.0873148897819453;-0.5739802346824727;0.0
26;-0.08052372372307864;0.04541938836440919;-0.6271242289239622;0.0
27;-0.04753199153748302;0.05794317315251879;-0.39342487021616024;0.0
28;-0.06793728300152381;0.08123697802253559;-0.6188038393101304;0.0
29;-0.06698415880102931;0.041167415405202246;-0.5764481850786608;0.0
30;-0.031675329280623304;0.04141586622008227;-0.4943299130804775;0.0
31;-0.0708260449854865;0.06478636565378375;-0.6137016193032419;0.0
32;-0.03278576392449356;0.06890985653313421;-0.5100048713838014;0.0
33;-0.04201403893589388;0.06168601579188515;-0.4879015755434109;0.0
34;-0.09416507189745371;0.0501991147340619;-0.6345952759088421;0.0
35;-0.0420813179613122;0.0441960541687609;-0.6113366619807057;0.0
36;-0.09523599159039588;0.0941018021678253;-0.5424623614657597;0.0
37;-0.060376555728012274;0.052923210173457746;-0.5172855279070364;0.0
38;-0.05252756457872164;0.032370652530817834;-0.3227965542991206;0.0
